species_id,full_species,species,genus,family,epithet,author,unmatched_terms,iucn_status
450,Ophrys sphegodes (Rchb.f.) A.Bolòs,Ophrys sphegodes,Ophrys,Orchidaceae,incubacea,(Rchb.f.) A.Bolòs,,Not assessed
451,Alibertia edulis (Rich.) A.Rich. ex DC.,Alibertia edulis,Alibertia,Rubiaceae,edulis,(Rich.) A.Rich. ex DC.,,LC
452,Ophrys sphegodes (Sennen) Sanz & Nuet,Ophrys sphegodes,Ophrys,Orchidaceae,passionis,(Sennen) Sanz & Nuet,,Not assessed
453,Ophrys sphegodes (H.Baumann & Künkele) P.J.Cribb,Ophrys sphegodes,Ophrys,Orchidaceae,provincialis,(H.Baumann & Künkele) P.J.Cribb,,Not assessed
454,Ophrys fusca (Viv.) Arcang.,Ophrys fusca,Ophrys,Orchidaceae,sulcata,(Viv.) Arcang.,,Not assessed
455,Thelypteris limbosperma (All.) H.P.Fuchs,Thelypteris limbosperma,Thelypteris,Thelypteridaceae,limbosperma,(All.) H.P.Fuchs,,LC
456,Eriocapitella × hybrida (L.H.Bailey) Christenh. & Byng,Eriocapitella × hybrida,Eriocapitella,Ranunculaceae,hybrida,(L.H.Bailey) Christenh. & Byng,,Not assessed
457,Pulsatilla alpina (L.) Chaz.,Pulsatilla alpina,Pulsatilla,Ranunculaceae,alpina,(L.) Chaz.,,Not assessed
458,Pancratium illyricum L.,Pancratium illyricum,Pancratium,Amaryllidaceae,illyricum,L.,,LC
459,Anemonoides apennina (L.) Holub,Anemonoides apennina,Anemonoides,Ranunculaceae,apennina,(L.) Holub,,Not assessed
460,"Anemonoides baldensis (L.) Galasso, Banfi & Soldano",Anemonoides baldensis,Anemonoides,Ranunculaceae,baldensis,"(L.) Galasso, Banfi & Soldano",,Not assessed
461,"Oreomecon alpina (L.) Banfi, Bartolucci, J.-M.Tison & Galasso",Oreomecon alpina,Oreomecon,Papaveraceae,alpinum,"(L.) Banfi, Bartolucci, J.-M.Tison & Galasso",,Not assessed
462,"Oreomecon crocea (Ledeb.) Banfi, Bartolucci, J.-M.Tison & Galasso",Oreomecon crocea,Oreomecon,Papaveraceae,croceum,"(Ledeb.) Banfi, Bartolucci, J.-M.Tison & Galasso",,Not assessed
463,Papaver orientale L.,Papaver orientale,Papaver,Papaveraceae,orientale,L.,,Not assessed
464,Papaver setiferum Goldblatt,Papaver setiferum,Papaver,Papaveraceae,pseudo-orientale,Goldblatt,,Not assessed
465,Didymopanax morototoni (Aubl.) Decne. & Planch.,Didymopanax morototoni,Didymopanax,Araliaceae,morototoni,(Aubl.) Decne. & Planch.,,LC
466,Pulsatilla halleri (All.) Willd.,Pulsatilla halleri,Pulsatilla,Ranunculaceae,halleri,(All.) Willd.,,LC
467,Hepatica nobilis Schreb.,Hepatica nobilis,Hepatica,Ranunculaceae,hepatica,Schreb.,,Not assessed
468,Pelargonium × hybridum (L.) L'Hér.,Pelargonium × hybridum,Pelargonium,Geraniaceae,hybridum,(L.) L'Hér.,,Not assessed
469,Pelargonium inquinans (L.) L'Hér.,Pelargonium inquinans,Pelargonium,Geraniaceae,inquinans,(L.) L'Hér.,,Not assessed
470,Pulsatilla montana (Hoppe) Rchb.,Pulsatilla montana,Pulsatilla,Ranunculaceae,montana,(Hoppe) Rchb.,,Not assessed
471,Anemonoides nemorosa (L.) Holub,Anemonoides nemorosa,Anemonoides,Ranunculaceae,nemorosa,(L.) Holub,,Not assessed
472,Pulsatilla vulgaris Mill.,Pulsatilla vulgaris,Pulsatilla,Ranunculaceae,pulsatilla,Mill.,,Not assessed
473,Pulsatilla rubra (Lam.) Delarbre,Pulsatilla rubra,Pulsatilla,Ranunculaceae,rubra,(Lam.) Delarbre,,Not assessed
474,Phedimus stellatus (L.) Raf.,Phedimus stellatus,Phedimus,Crassulaceae,stellatus,(L.) Raf.,,Not assessed
475,"Anemonoides sylvestris (L.) Galasso, Banfi & Soldano",Anemonoides sylvestris,Anemonoides,Ranunculaceae,sylvestris,"(L.) Galasso, Banfi & Soldano",,Not assessed
476,Anemonoides trifolia (L.) Holub,Anemonoides trifolia,Anemonoides,Ranunculaceae,trifolia,(L.) Holub,,Not assessed
477,Pulsatilla vernalis (L.) Mill.,Pulsatilla vernalis,Pulsatilla,Ranunculaceae,vernalis,(L.) Mill.,,LC
478,Angelica heterocarpa M.J.Lloyd,Angelica heterocarpa,Angelica,Apiaceae,heterocarpa,M.J.Lloyd,,LC
479,Angelica razulii Gouan,Angelica razulii,Angelica,Apiaceae,razulii,Gouan,,Not assessed
480,Angelica sylvestris L.,Angelica sylvestris,Angelica,Apiaceae,sylvestris,L.,,LC
481,Pleurospermum austriacum (L.) Hoffm.,Pleurospermum austriacum,Pleurospermum,Apiaceae,austriacum,(L.) Hoffm.,,Not assessed
482,Sasa palmata (Burb.) E.G.Camus,Sasa palmata,Sasa,Poaceae,palmata,(Burb.) E.G.Camus,,Not assessed
483,Anthericum ramosum L.,Anthericum ramosum,Anthericum,Asparagaceae,ramosum,L.,,Not assessed
484,Pyracantha coccinea M.Roem.,Pyracantha coccinea,Pyracantha,Rosaceae,coccinea,M.Roem.,,Not assessed
485,Pyracantha crenulata (D.Don) M.Roem.,Pyracantha crenulata,Pyracantha,Rosaceae,rogersiana,(D.Don) M.Roem.,,Not assessed
486,Holodiscus discolor (Pursh) Maxim.,Holodiscus discolor,Holodiscus,Rosaceae,discolor,(Pursh) Maxim.,,Not assessed
487,Sagittaria graminea Michx.,Sagittaria graminea,Sagittaria,Alismataceae,graminea,Michx.,,LC
488,Sagittaria latifolia Willd.,Sagittaria latifolia,Sagittaria,Alismataceae,latifolia,Willd.,,LC
489,Sagittaria sagittifolia L.,Sagittaria sagittifolia,Sagittaria,Alismataceae,sagittifolia,L.,,LC
490,Diascia rigescens E.Mey. ex Benth.,Diascia rigescens,Diascia,Scrophulariaceae,rigescens,E.Mey. ex Benth.,,Not assessed
491,Diascia vigilis Hilliard & B.L.Burtt,Diascia vigilis,Diascia,Scrophulariaceae,vigilis,Hilliard & B.L.Burtt,,Not assessed
492,Sedum sarmentosum Bunge,Sedum sarmentosum,Sedum,Crassulaceae,sarmentosum,Bunge,,Not assessed
493,Sedum alpestre Vill.,Sedum alpestre,Sedum,Crassulaceae,alpestre,Vill.,,Not assessed
494,Sedum annuum L.,Sedum annuum,Sedum,Crassulaceae,annuum,L.,,Not assessed
495,Phedimus kamtschaticus (Fisch.) 't Hart,Phedimus kamtschaticus,Phedimus,Crassulaceae,kamtschaticum,(Fisch.) 't Hart,,Not assessed
496,Sedum mexicanum Britton,Sedum mexicanum,Sedum,Crassulaceae,mexicanum,Britton,,Not assessed
497,Petrosedum ochroleucum (Chaix) Niederle,Petrosedum ochroleucum,Petrosedum,Crassulaceae,ochroleucum,(Chaix) Niederle,,Not assessed
498,Sedum sexangulare L.,Sedum sexangulare,Sedum,Crassulaceae,sexangulare,L.,,Not assessed
499,Metasequoia glyptostroboides Hu & W.C.Cheng,Metasequoia glyptostroboides,Metasequoia,Cupressaceae,glyptostroboides,Hu & W.C.Cheng,,EN
500,Telekia speciosa (Schreb.) Baumg.,Telekia speciosa,Telekia,Asteraceae,speciosa,(Schreb.) Baumg.,,Not assessed
501,Thesium alpinum L.,Thesium alpinum,Thesium,Thesiaceae,alpinum,L.,,Not assessed
502,Thesium linophyllon L.,Thesium linophyllon,Thesium,Thesiaceae,linophyllon,L.,,Not assessed
503,Tradescantia × andersoniana W.Ludw. & Rohweder,Tradescantia × andersoniana,Tradescantia,Commelinaceae,andersoniana,W.Ludw. & Rohweder,,Not assessed
504,Tradescantia virginiana L.,Tradescantia virginiana,Tradescantia,Commelinaceae,virginiana,L.,,Not assessed
505,Trifolium alpestre L.,Trifolium alpestre,Trifolium,Fabaceae,alpestre,L.,,LC
506,Trifolium alpinum L.,Trifolium alpinum,Trifolium,Fabaceae,alpinum,L.,,LC
507,Trifolium pallescens Schreb.,Trifolium pallescens,Trifolium,Fabaceae,pallescens,Schreb.,,Not assessed
508,Trifolium spadiceum L.,Trifolium spadiceum,Trifolium,Fabaceae,spadiceum,L.,,Not assessed
509,Trifolium thalii Vill.,Trifolium thalii,Trifolium,Fabaceae,thalii,Vill.,,Not assessed
510,Viscaria alpina (L.) G.Don,Viscaria alpina,Viscaria,Caryophyllaceae,alpina,(L.) G.Don,,Not assessed
511,Viscaria vulgaris Bernh.,Viscaria vulgaris,Viscaria,Caryophyllaceae,vulgaris,Bernh.,,Not assessed
512,Eriocapitella hupehensis (É.Lemoine) Christenh. & Byng,Eriocapitella hupehensis,Eriocapitella,Ranunculaceae,hupehensis,(É.Lemoine) Christenh. & Byng,,Not assessed
513,Eriocapitella vitifolia (Buch.-Ham. ex DC.) Nakai,Eriocapitella vitifolia,Eriocapitella,Ranunculaceae,vitifolia,(Buch.-Ham. ex DC.) Nakai,,Not assessed
514,Adenostyles alpina (L.) Bluff & Fingerh.,Adenostyles alpina,Adenostyles,Asteraceae,alpina,(L.) Bluff & Fingerh.,,Not assessed
515,Alcea biennis Winterl,Alcea biennis,Alcea,Malvaceae,biennis,Winterl,,Not assessed
516,Anemonastrum narcissiflorum (L.) Holub,Anemonastrum narcissiflorum,Anemonastrum,Ranunculaceae,narcissiflora,(L.) Holub,,Not assessed
517,Anemonoides ranunculoides (L.) Holub,Anemonoides ranunculoides,Anemonoides,Ranunculaceae,ranunculoides,(L.) Holub,,Not assessed
518,Angelica archangelica L.,Angelica archangelica,Angelica,Apiaceae,archangelica,L.,,LC
519,Chaerophyllum bulbosum L.,Chaerophyllum bulbosum,Chaerophyllum,Apiaceae,bulbosum,L.,,Not assessed
520,Cirsium acaulon (L.) Scop.,Cirsium acaulon,Cirsium,Asteraceae,acaulon,(L.) Scop.,,Not assessed
521,Cirsium spinosissimum (L.) Scop.,Cirsium spinosissimum,Cirsium,Asteraceae,spinosissimum,(L.) Scop.,,Not assessed
522,"Cymbalaria muralis G.Gaertn., B.Mey. & Scherb.",Cymbalaria muralis,Cymbalaria,Plantaginaceae,muralis,"G.Gaertn., B.Mey. & Scherb.",,Not assessed
523,Eritrichium nanum (L.) Gaudin,Eritrichium nanum,Eritrichium,Boraginaceae,nanum,(L.) Gaudin,,Not assessed
524,Fragaria viridis Weston,Fragaria viridis,Fragaria,Rosaceae,viridis,Weston,,LC
525,Honckenya peploides (L.) Ehrh.,Honckenya peploides,Honckenya,Caryophyllaceae,peploides,(L.) Ehrh.,,Not assessed
526,Hypericum hyssopifolium Chaix,Hypericum hyssopifolium,Hypericum,Hypericaceae,hyssopifolium,Chaix,,Not assessed
527,Hypericum mutilum L.,Hypericum mutilum,Hypericum,Hypericaceae,mutilum,L.,,Not assessed
528,Lactuca perennis L.,Lactuca perennis,Lactuca,Asteraceae,perennis,L.,,DD
529,Sedum atratum L.,Sedum atratum,Sedum,Crassulaceae,atratum,L.,,Not assessed
530,Thesium pyrenaicum Pourr.,Thesium pyrenaicum,Thesium,Thesiaceae,pyrenaicum,Pourr.,,Not assessed
531,Trifolium medium L.,Trifolium medium,Trifolium,Fabaceae,medium,L.,,Not assessed
532,Trinia glauca (L.) Dumort.,Trinia glauca,Trinia,Apiaceae,glauca,(L.) Dumort.,,Not assessed
533,Petrosedum montanum (Songeon & E.P.Perrier) Grulich,Petrosedum montanum,Petrosedum,Crassulaceae,montanum,(Songeon & E.P.Perrier) Grulich,,Not assessed
534,Trifolium badium Schreb.,Trifolium badium,Trifolium,Fabaceae,badium,Schreb.,,Not assessed
535,Freesia leichtlinii Klatt,Freesia leichtlinii,Freesia,Iridaceae,leichtlinii,Klatt,,Not assessed
536,Cobaea scandens Cav.,Cobaea scandens,Cobaea,Polemoniaceae,scandens,Cav.,,Not assessed
537,Fragaria virginiana Mill.,Fragaria virginiana,Fragaria,Rosaceae,virginiana,Mill.,,Not assessed
538,Pulsatilla pratensis (L.) Mill.,Pulsatilla pratensis,Pulsatilla,Ranunculaceae,pratensis,(L.) Mill.,,Not assessed
539,Sagittaria lancifolia L.,Sagittaria lancifolia,Sagittaria,Alismataceae,lancifolia,L.,,Not assessed
540,"Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase",Neotinea tridentata,Neotinea,Orchidaceae,tridentata,"(Scop.) R.M.Bateman, Pridgeon & M.W.Chase",,LC
541,Adenostyles alliariae (Gouan) Kern.,Adenostyles alliariae,Adenostyles,Asteraceae,alliariae,(Gouan) Kern.,,Not assessed
542,Ophrys × minuticauda Duffort,Ophrys × minuticauda,Ophrys,Orchidaceae,pseudoscolopax,Duffort,,Not assessed
543,Sedum palmeri S.Watson,Sedum palmeri,Sedum,Crassulaceae,palmeri,S.Watson,,Not assessed
544,Hypericum olympicum L.,Hypericum olympicum,Hypericum,Hypericaceae,olympicum,L.,,Not assessed
545,Dryopteris erythrosora (D.C.Eaton) Kuntze,Dryopteris erythrosora,Dryopteris,Dryopteridaceae,erythrosora,(D.C.Eaton) Kuntze,,Not assessed
546,Adenostyles leucophylla Rchb.,Adenostyles leucophylla,Adenostyles,Asteraceae,leucophylla,Rchb.,,Not assessed
547,Calycanthus floridus L.,Calycanthus floridus,Calycanthus,Calycanthaceae,floridus,L.,,Not assessed
548,Phyllanthus niruri L.,Phyllanthus niruri,Phyllanthus,Phyllanthaceae,niruri,L.,,Not assessed
549,Ophrys sphegodes (Rchb.) M.Laínz,Ophrys sphegodes,Ophrys,Orchidaceae,araneola,(Rchb.) M.Laínz,sensu auct.plur.,Not assessed
550,Anemonoides blanda (Schott & Kotschy) Holub,Anemonoides blanda,Anemonoides,Ranunculaceae,blanda,(Schott & Kotschy) Holub,,Not assessed
551,Aralia elata (Miq.) Seem.,Aralia elata,Aralia,Araliaceae,elata,(Miq.) Seem.,,LC
552,Clethra alnifolia L.,Clethra alnifolia,Clethra,Clethraceae,alnifolia,L.,,LC
553,Corispermum pallasii Steven,Corispermum pallasii,Corispermum,Amaranthaceae,pallasii,Steven,,Not assessed
554,Hypericum patulum Thunb.,Hypericum patulum,Hypericum,Hypericaceae,patulum,Thunb.,,Not assessed
555,Hypericum × hidcoteense Geerinck,Hypericum × hidcoteense,Hypericum,Hypericaceae,hidcoteense,Geerinck,,Not assessed
556,Lupinus nootkatensis Donn ex Sims,Lupinus nootkatensis,Lupinus,Fabaceae,nootkatensis,Donn ex Sims,,LC
557,Smilax rotundifolia L.,Smilax rotundifolia,Smilax,Smilacaceae,rotundifolia,L.,,Not assessed
558,Salvia yangii B.T.Drew,Salvia yangii,Salvia,Lamiaceae,atriplicifolia,B.T.Drew,,Not assessed
559,Nothofagus antarctica (G.Forst.) Oerst.,Nothofagus antarctica,Nothofagus,Nothofagaceae,antarctica,(G.Forst.) Oerst.,,LC
560,Iva annua L.,Iva annua,Iva,Asteraceae,annua,L.,,Not assessed
561,Dryopteris fragrans (L.) Schott,Dryopteris fragrans,Dryopteris,Dryopteridaceae,fragrans,(L.) Schott,,LC
562,Neotinea conica (Willd.) R.M.Bateman,Neotinea conica,Neotinea,Orchidaceae,conica,(Willd.) R.M.Bateman,,Not assessed
563,Tetraclinis articulata (Vahl) Mast.,Tetraclinis articulata,Tetraclinis,Cupressaceae,articulata,(Vahl) Mast.,,EN
564,Alcea setosa (Boiss.) Alef.,Alcea setosa,Alcea,Malvaceae,setosa,(Boiss.) Alef.,,Not assessed
565,Chaerophyllum aromaticum L.,Chaerophyllum aromaticum,Chaerophyllum,Apiaceae,aromaticum,L.,,Not assessed
566,Cucurbita moschata Duchesne,Cucurbita moschata,Cucurbita,Cucurbitaceae,moschata,Duchesne,,Not assessed
567,Daphne sericea Vahl,Daphne sericea,Daphne,Thymelaeaceae,sericea,Vahl,,Not assessed
568,Lamium orvala L.,Lamium orvala,Lamium,Lamiaceae,orvala,L.,,Not assessed
569,Paederota bonarota (L.) L.,Paederota bonarota,Paederota,Plantaginaceae,bonarota,(L.) L.,,Not assessed
570,Rhodothamnus chamaecistus (L.) Rchb.,Rhodothamnus chamaecistus,Rhodothamnus,Ericaceae,chamaecistus,(L.) Rchb.,,Not assessed
571,Ophrys lunulata Parl.,Ophrys lunulata,Ophrys,Orchidaceae,lunulata,Parl.,,LC
572,Astydamia latifolia (L.f.) Baill.,Astydamia latifolia,Astydamia,Apiaceae,latifolia,(L.f.) Baill.,,Not assessed
573,Lavandula pinnata Lundmark,Lavandula pinnata,Lavandula,Lamiaceae,pinnata,Lundmark,,Not assessed
574,Angelica atropurpurea L.,Angelica atropurpurea,Angelica,Apiaceae,atropurpurea,L.,,LC
575,Acacia pravissima F.Muell. ex Benth.,Acacia pravissima,Acacia,Fabaceae,pravissima,F.Muell. ex Benth.,,LC
576,Adonis pyrenaica DC.,Adonis pyrenaica,Adonis,Ranunculaceae,pyrenaica,DC.,,Not assessed
577,Adonis vernalis L.,Adonis vernalis,Adonis,Ranunculaceae,vernalis,L.,,LC
578,Barbarea rupicola Moris,Barbarea rupicola,Barbarea,Brassicaceae,rupicola,Moris,,LC
579,Barbarea vulgaris W.T.Aiton,Barbarea vulgaris,Barbarea,Brassicaceae,vulgaris,W.T.Aiton,,LC
580,Acacia baileyana F.Muell.,Acacia baileyana,Acacia,Fabaceae,baileyana,F.Muell.,,Not assessed
581,Bellium bellidioides L.,Bellium bellidioides,Bellium,Asteraceae,bellidioides,L.,,LC
582,Bocoa prouacensis Aubl.,Bocoa prouacensis,Bocoa,Fabaceae,prouacensis,Aubl.,,LC
583,Nephrolepis biserrata (Sw.) Schott,Nephrolepis biserrata,Nephrolepis,Nephrolepidaceae,biserrata,(Sw.) Schott,,Not assessed
584,Vanilla pompona Schiede,Vanilla pompona,Vanilla,Orchidaceae,pompona,Schiede,,EN
585,Guatteria anteridifera Scharf & Maas,Guatteria anteridifera,Guatteria,Annonaceae,anteridifera,Scharf & Maas,,DD
586,Caraipa densifolia Mart.,Caraipa densifolia,Caraipa,Calophyllaceae,densifolia,Mart.,,LC
587,Caraipa punctulata Ducke,Caraipa punctulata,Caraipa,Calophyllaceae,punctulata,Ducke,,LC
588,Vismia cayennensis (Jacq.) Pers.,Vismia cayennensis,Vismia,Hypericaceae,cayennensis,(Jacq.) Pers.,,LC
589,Vismia macrophylla Kunth,Vismia macrophylla,Vismia,Hypericaceae,macrophylla,Kunth,,LC
590,Vismia sessilifolia (Aubl.) Choisy,Vismia sessilifolia,Vismia,Hypericaceae,sessilifolia,(Aubl.) Choisy,,LC
591,Dryopteris wallichiana (Spreng.) Hyl.,Dryopteris wallichiana,Dryopteris,Dryopteridaceae,wallichiana,(Spreng.) Hyl.,,Not assessed
592,Xylopia frutescens Aubl.,Xylopia frutescens,Xylopia,Annonaceae,frutescens,Aubl.,,LC
593,Xylopia nitida Dunal,Xylopia nitida,Xylopia,Annonaceae,nitida,Dunal,,LC
594,Xylopia sericea A.St.-Hil.,Xylopia sericea,Xylopia,Annonaceae,sericea,A.St.-Hil.,,LC
595,Phyllanthus urinaria L.,Phyllanthus urinaria,Phyllanthus,Phyllanthaceae,urinaria,L.,,Not assessed
596,Pogonophora schomburgkiana Miers ex Benth.,Pogonophora schomburgkiana,Pogonophora,Peraceae,schomburgkiana,Miers ex Benth.,,LC
597,Sagotia racemosa Baill.,Sagotia racemosa,Sagotia,Euphorbiaceae,racemosa,Baill.,,LC
598,Tabernaemontana undulata Vahl,Tabernaemontana undulata,Tabernaemontana,Apocynaceae,undulata,Vahl,,LC
599,Guarea gomma Pulle,Guarea gomma,Guarea,Meliaceae,gomma,Pulle,,LC
600,Nymphoides indica (L.) Kuntze,Nymphoides indica,Nymphoides,Menyanthaceae,indica,(L.) Kuntze,,LC
601,Anthurium hookeri Kunth,Anthurium hookeri,Anthurium,Araceae,hookeri,Kunth,,Not assessed
602,Anthurium jenmanii Engl.,Anthurium jenmanii,Anthurium,Araceae,jenmanii,Engl.,,Not assessed
603,Anthurium scandens (Aubl.) Engl.,Anthurium scandens,Anthurium,Araceae,scandens,(Aubl.) Engl.,,Not assessed
604,Dracontium polyphyllum L.,Dracontium polyphyllum,Dracontium,Araceae,polyphyllum,L.,,Not assessed
605,Crotalaria retusa L.,Crotalaria retusa,Crotalaria,Fabaceae,retusa,L.,,Not assessed
606,Peperomia magnoliifolia (Jacq.) A.Dietr.,Peperomia magnoliifolia,Peperomia,Piperaceae,magnoliifolia,(Jacq.) A.Dietr.,,Not assessed
607,Peperomia obtusifolia (L.) A.Dietr.,Peperomia obtusifolia,Peperomia,Piperaceae,obtusifolia,(L.) A.Dietr.,,Not assessed
608,Peperomia quadrangularis (J.V.Thomps.) A.Dietr.,Peperomia quadrangularis,Peperomia,Piperaceae,quadrangularis,(J.V.Thomps.) A.Dietr.,,Not assessed
609,Peperomia rotundifolia (L.) Kunth,Peperomia rotundifolia,Peperomia,Piperaceae,rotundifolia,(L.) Kunth,,Not assessed
610,Peperomia serpens (Sw.) G.Don,Peperomia serpens,Peperomia,Piperaceae,serpens,(Sw.) G.Don,,Not assessed
611,Declieuxia fruticosa (Willd.) Kuntze,Declieuxia fruticosa,Declieuxia,Rubiaceae,fruticosa,(Willd.) Kuntze,,Not assessed
612,Mauritia flexuosa L.f.,Mauritia flexuosa,Mauritia,Arecaceae,flexuosa,L.f.,,LC
613,Urera baccifera (L.) Gaudich. ex Wedd.,Urera baccifera,Urera,Urticaceae,baccifera,(L.) Gaudich. ex Wedd.,,LC
614,Leuenbergeria bleo (Kunth) Lodé,Leuenbergeria bleo,Leuenbergeria,Cactaceae,bleo,(Kunth) Lodé,,Not assessed
615,Cereus hexagonus (L.) Mill.,Cereus hexagonus,Cereus,Cactaceae,hexagonus,(L.) Mill.,,LC
616,Xylopia crinita R.E.Fr.,Xylopia crinita,Xylopia,Annonaceae,crinita,R.E.Fr.,,LC
617,Aciotis rubricaulis (Mart. ex DC.) Triana,Aciotis rubricaulis,Aciotis,Melastomataceae,rubricaulis,(Mart. ex DC.) Triana,,Not assessed
618,Guatteria amplifolia Triana & Planch.,Guatteria amplifolia,Guatteria,Annonaceae,amplifolia,Triana & Planch.,,LC
619,Cucumis melo L.,Cucumis melo,Cucumis,Cucurbitaceae,cylindrica,L.,,Not assessed
620,Cryptostegia madagascariensis Bojer ex Decne.,Cryptostegia madagascariensis,Cryptostegia,Apocynaceae,madagascariensis,Bojer ex Decne.,,Not assessed
621,Didymopanax decaphyllus (Seem.) Fiaschi & G.M.Plunkett,Didymopanax decaphyllus,Didymopanax,Araliaceae,decaphylla,(Seem.) Fiaschi & G.M.Plunkett,,Not assessed
622,Aphelandra scabra (Vahl) Sm.,Aphelandra scabra,Aphelandra,Acanthaceae,scabra,(Vahl) Sm.,,LC
623,Piriqueta cistoides (L.) Griseb.,Piriqueta cistoides,Piriqueta,Turneraceae,cistoides,(L.) Griseb.,,Not assessed
624,Acalypha wilkesiana Müll.Arg.,Acalypha wilkesiana,Acalypha,Euphorbiaceae,wilkesiana,Müll.Arg.,,LC
625,Breynia disticha J.R.Forst. & G.Forst.,Breynia disticha,Breynia,Phyllanthaceae,disticha,J.R.Forst. & G.Forst.,,LC
626,Crotalaria incana L.,Crotalaria incana,Crotalaria,Fabaceae,incana,L.,,Not assessed
627,Crotalaria pallida Aiton,Crotalaria pallida,Crotalaria,Fabaceae,pallida,Aiton,,Not assessed
628,Kigelia africana (Lam.) Benth.,Kigelia africana,Kigelia,Bignoniaceae,africana,(Lam.) Benth.,,LC
629,Guatteria citriodora Ducke,Guatteria citriodora,Guatteria,Annonaceae,citriodora,Ducke,,LC
630,Acalypha indica L.,Acalypha indica,Acalypha,Euphorbiaceae,indica,L.,,Not assessed
631,Guatteria punctata (Aubl.) R.A.Howard,Guatteria punctata,Guatteria,Annonaceae,punctata,(Aubl.) R.A.Howard,,LC
632,Anthurium crystallinum Linden & André,Anthurium crystallinum,Anthurium,Araceae,crystallinum,Linden & André,,Not assessed
633,Cryptopus elatus (Thouars) Lindl.,Cryptopus elatus,Cryptopus,Orchidaceae,elatus,(Thouars) Lindl.,,Not assessed
634,Cryptostegia grandiflora Roxb. ex R.Br.,Cryptostegia grandiflora,Cryptostegia,Apocynaceae,grandiflora,Roxb. ex R.Br.,,Not assessed
635,Eranthemum pulchellum Andrews,Eranthemum pulchellum,Eranthemum,Acanthaceae,pulchellum,Andrews,,Not assessed
636,Alocasia cucullata (Lour.) G.Don,Alocasia cucullata,Alocasia,Araceae,cucullata,(Lour.) G.Don,,Not assessed
637,Alocasia longiloba Miq.,Alocasia longiloba,Alocasia,Araceae,longiloba,Miq.,,Not assessed
638,Alocasia macrorrhizos (L.) G.Don,Alocasia macrorrhizos,Alocasia,Araceae,macrorrhizos,(L.) G.Don,,Not assessed
639,Faujasia salicifolia (Juss. ex Pers.) C.Jeffrey,Faujasia salicifolia,Faujasia,Asteraceae,salicifolia,(Juss. ex Pers.) C.Jeffrey,,Not assessed
640,Fernelia buxifolia Lam.,Fernelia buxifolia,Fernelia,Rubiaceae,buxifolia,Lam.,,Not assessed
641,Fragaria × ananassa (Duchesne ex Weston) Duchesne ex Rozier,Fragaria × ananassa,Fragaria,Rosaceae,ananassa,(Duchesne ex Weston) Duchesne ex Rozier,,Not assessed
642,Geniostoma borbonicum (Lam.) Spreng.,Geniostoma borbonicum,Geniostoma,Loganiaceae,borbonicum,(Lam.) Spreng.,,Not assessed
643,Hernandia mascarenensis (Meisn.) Kubitzki,Hernandia mascarenensis,Hernandia,Hernandiaceae,mascarenensis,(Meisn.) Kubitzki,,EN
644,Hypericum lanceolatum Lam.,Hypericum lanceolatum,Hypericum,Hypericaceae,lanceolatum,Lam.,,Not assessed
645,Acacia auriculiformis A.Cunn. ex Benth.,Acacia auriculiformis,Acacia,Fabaceae,auriculiformis,A.Cunn. ex Benth.,,LC
646,Leonotis nepetifolia (L.) R.Br.,Leonotis nepetifolia,Leonotis,Lamiaceae,nepetifolia,(L.) R.Br.,,Not assessed
647,Mussaenda arcuata Poir.,Mussaenda arcuata,Mussaenda,Rubiaceae,arcuata,Poir.,,Not assessed
648,Nephrolepis abrupta (Bory) Mett.,Nephrolepis abrupta,Nephrolepis,Nephrolepidaceae,abrupta,(Bory) Mett.,,Not assessed
649,Acacia heterophylla (Lam.) Willd.,Acacia heterophylla,Acacia,Fabaceae,heterophylla,(Lam.) Willd.,,Not assessed
650,Paederia foetida L.,Paederia foetida,Paederia,Rubiaceae,foetida,L.,,Not assessed
651,Rhodocactus grandifolius (Haw.) F.M.Knuth,Rhodocactus grandifolius,Rhodocactus,Cactaceae,grandifolia,(Haw.) F.M.Knuth,,Not assessed
652,Antirhea borbonica J.F.Gmel.,Antirhea borbonica,Antirhea,Rubiaceae,borbonica,J.F.Gmel.,,LC
653,Phyllanthus emblica L.,Phyllanthus emblica,Phyllanthus,Phyllanthaceae,emblica,L.,,LC
654,Phyllanthus niruroides Müll.Arg.,Phyllanthus niruroides,Phyllanthus,Phyllanthaceae,niruroides,Müll.Arg.,,Not assessed
655,Phyllanthus phillyreifolius Poir.,Phyllanthus phillyreifolius,Phyllanthus,Phyllanthaceae,phillyreifolius,Poir.,,Not assessed
656,Pongamia pinnata (L.) Pierre,Pongamia pinnata,Pongamia,Fabaceae,pinnata,(L.) Pierre,,LC
657,Acacia podalyriifolia A.Cunn. ex G.Don,Acacia podalyriifolia,Acacia,Fabaceae,podalyriifolia,A.Cunn. ex G.Don,,LC
658,Acalypha integrifolia Willd.,Acalypha integrifolia,Acalypha,Euphorbiaceae,integrifolia,Willd.,,Not assessed
659,Stemodia verticillata (Mill.) Hassl.,Stemodia verticillata,Stemodia,Plantaginaceae,verticillata,(Mill.) Hassl.,,Not assessed
660,Seriphium passerinoides Lam.,Seriphium passerinoides,Seriphium,Asteraceae,passerinoides,Lam.,,Not assessed
661,Strongylodon macrobotrys A.Gray,Strongylodon macrobotrys,Strongylodon,Fabaceae,macrobotrys,A.Gray,,Not assessed
