scientific_name,taxon_id,dataset,image_count,role
Trifolium fragiferum,,plantnet300k-v2,165,pretraining_only
Trifolium glomeratum,,plantnet300k-v2,11,pretraining_only
Trifolium hirtum,,plantnet300k-v2,45,pretraining_only
Trifolium hybridum,,plantnet300k-v2,233,pretraining_only
Trifolium incarnatum,,plantnet300k-v2,1651,pretraining_only
Trifolium lappaceum,,plantnet300k-v2,11,pretraining_only
Trifolium medium,,plantnet300k-v2,306,pretraining_only
Trifolium michelianum,,plantnet300k-v2,5,pretraining_only
Trifolium micranthum,,plantnet300k-v2,6,pretraining_only
Trifolium montanum,,plantnet300k-v2,235,pretraining_only
Trifolium nigrescens,,plantnet300k-v2,31,pretraining_only
Trifolium ochroleucon,,plantnet300k-v2,51,pretraining_only
Trifolium pallescens,,plantnet300k-v2,15,pretraining_only
Trifolium pannonicum,,plantnet300k-v2,6,pretraining_only
Trifolium patens,,plantnet300k-v2,12,pretraining_only
Trifolium pratense,,plantnet300k-v2,6330,pretraining_only
Trifolium purpureum,,plantnet300k-v2,85,pretraining_only
Trifolium repens,,plantnet300k-v2,4192,pretraining_only
Trifolium resupinatum,,plantnet300k-v2,210,pretraining_only
Trifolium rubens,,plantnet300k-v2,304,pretraining_only
Trifolium scabrum,,plantnet300k-v2,10,pretraining_only
Trifolium spadiceum,,plantnet300k-v2,12,pretraining_only
Trifolium spumosum,,plantnet300k-v2,9,pretraining_only
Trifolium squamosum,,plantnet300k-v2,5,pretraining_only
Trifolium stellatum,,plantnet300k-v2,412,pretraining_only
Trifolium striatum,,plantnet300k-v2,12,pretraining_only
Trifolium subterraneum,,plantnet300k-v2,41,pretraining_only
Trifolium thalii,,plantnet300k-v2,4,pretraining_only
Trifolium tomentosum,,plantnet300k-v2,59,pretraining_only
Trimezia martinicensis,,plantnet300k-v2,118,pretraining_only
Trinia glauca,,plantnet300k-v2,30,pretraining_only
Tuberaria lignosa,,plantnet300k-v2,23,pretraining_only
Urera baccifera,,plantnet300k-v2,18,pretraining_only
Vachellia caven,,plantnet300k-v2,12,pretraining_only
Vachellia drepanolobium,,plantnet300k-v2,27,pretraining_only
Vachellia etbaica,,plantnet300k-v2,9,pretraining_only
Vachellia farnesiana,,plantnet300k-v2,5,pretraining_only
Vachellia hockii,,plantnet300k-v2,10,pretraining_only
Vachellia nilotica,,plantnet300k-v2,10,pretraining_only
Vachellia rigidula,,plantnet300k-v2,4,pretraining_only
Vachellia seyal,,plantnet300k-v2,27,pretraining_only
Vachellia tortilis,,plantnet300k-v2,29,pretraining_only
Vachellia tortuosa,,plantnet300k-v2,9,pretraining_only
Vachellia xanthophloea,,plantnet300k-v2,19,pretraining_only
Valeriana angustifolia,,plantnet300k-v2,175,pretraining_only
Valeriana calcitrapae,,plantnet300k-v2,131,pretraining_only
Valeriana cornucopiae,,plantnet300k-v2,19,pretraining_only
Valeriana graciliflora,,plantnet300k-v2,29,pretraining_only
Valeriana lecoqii,,plantnet300k-v2,39,pretraining_only
Valeriana rubra,,plantnet300k-v2,6669,pretraining_only
Vangueria madagascariensis,,plantnet300k-v2,21,pretraining_only
Vanilla planifolia,,plantnet300k-v2,100,pretraining_only
Vanilla pompona,,plantnet300k-v2,12,pretraining_only
Vepris lanceolata,,plantnet300k-v2,6,pretraining_only
Veronica brachysiphon,,plantnet300k-v2,36,pretraining_only
Veronica ochracea,,plantnet300k-v2,5,pretraining_only
Veronica salicifolia,,plantnet300k-v2,627,pretraining_only
Veronica × andersonii,,plantnet300k-v2,227,pretraining_only
Veronica × franciscana,,plantnet300k-v2,21,pretraining_only
Viscaria alpina,,plantnet300k-v2,17,pretraining_only
Viscaria vulgaris,,plantnet300k-v2,166,pretraining_only
Vismia cayennensis,,plantnet300k-v2,7,pretraining_only
Vismia macrophylla,,plantnet300k-v2,4,pretraining_only
Vismia sessilifolia,,plantnet300k-v2,4,pretraining_only
Wigandia urens,,plantnet300k-v2,23,pretraining_only
Wodyetia bifurcata,,plantnet300k-v2,13,pretraining_only
Wyethia sagittata,,plantnet300k-v2,27,pretraining_only
Xylococcus bicolor,,plantnet300k-v2,4,pretraining_only
Xylopia crinita,,plantnet300k-v2,5,pretraining_only
Xylopia frutescens,,plantnet300k-v2,6,pretraining_only
Xylopia nitida,,plantnet300k-v2,14,pretraining_only
Xylopia sericea,,plantnet300k-v2,9,pretraining_only
Zaleya pentandra,,plantnet300k-v2,6,pretraining_only
Zamia furfuracea,,plantnet300k-v2,69,pretraining_only
Zamia pumila,,plantnet300k-v2,23,pretraining_only
Zamioculcas zamiifolia,,plantnet300k-v2,2164,pretraining_only
Zannichellia palustris,,plantnet300k-v2,5,pretraining_only
